pokedex_number,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,generation,height_m,weight_kg,is_legendary,moves,description
369,Relicanth,water,rock,100,90,130,45,65,55,3,1.0,23.4,0,Bounce;Skull Bash;Body Slam;Round;Double-Edge;Zen Headbutt;Hydro Pump;Stone Edge;Waterfall;Headbutt;Head Smash;Ancient Power;Mud-Slap;Rock Slide;Brine;Water Pulse;Scald;Take Down;Earthquake;Icy Wind;Hidden Power;Secret Power;Bulldoze;Water Gun;Surf;Muddy Water;Ice Beam;Earth Power;Rock Smash;Smack Down;Mud Shot;Facade;Snore;Hyper Beam;Aqua Tail;Giga Impact;Dive,RELICANTH is a POKéMON species that existed for a hundred million years without ever changing its form. This ancient POKéMON feeds on microscopic organisms with its toothless mouth.
370,Luvdisc,water,,43,30,55,40,65,97,3,0.6,8.7,0,Bounce;Heart Stamp;Round;Double-Edge;Hydro Pump;Waterfall;Brine;Water Pulse;Scald;Take Down;Icy Wind;Hidden Power;Secret Power;Water Gun;Aqua Jet;Draining Kiss;Surf;Ice Beam;Facade;Snore;Dive,LUVDISC live in shallow seas in the tropics. This heart-shaped POKéMON earned its name by swimming after loving couples it spotted in the ocean’s waves.
371,Bagon,dragon,,45,75,60,40,30,50,3,0.6,42.1,0,Strength;Dragon Rush;Hyper Voice;Body Slam;Round;Dragon Breath;Zen Headbutt;Double-Edge;Hydro Pump;Rage;Fire Fang;Brick Break;Headbutt;Crunch;Twister;Mud-Slap;Shadow Claw;Rock Slide;Incinerate;Draco Meteor;Ember;Hidden Power;Cut;Secret Power;Fury Cutter;Thrash;Outrage;Bite;Fire Blast;Flamethrower;Rock Smash;Dragon Claw;Facade;Snore;Dragon Pulse,Dreaming of one day flying* it practices by leaping off cliffs every day.
372,Shelgon,dragon,,65,95,100,60,50,50,3,1.1,110.5,0,Strength;Dragon Rush;Hyper Voice;Body Slam;Round;Dragon Breath;Zen Headbutt;Double-Edge;Hydro Pump;Rage;Fire Fang;Brick Break;Headbutt;Crunch;Twister;Shadow Claw;Mud-Slap;Rock Slide;Incinerate;Draco Meteor;Ember;Hidden Power;Cut;Secret Power;Fury Cutter;Thrash;Outrage;Bite;Fire Blast;Flamethrower;Rock Smash;Dragon Claw;Facade;Snore;Rollout;Dragon Pulse,Inside SHELGON’s armor-like shell* cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy* making its movements sluggish.
373,Salamence,dragon,flying,95,145,130,120,90,120,3,1.5,102.6,0,Hyper Voice;Body Slam;Thunder Fang;Zen Headbutt;Twister;Fly;Secret Power;Bulldoze;Outrage;Ominous Wind;Rock Smash;Round;Stone Edge;Brick Break;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Steel Wing;Iron Tail;Earthquake;Bite;Fire Blast;Flamethrower;Dragon Claw;Fire Fang;Rage;Crunch;Heat Wave;Cut;Thrash;Facade;Hyper Beam;Rollout;Aqua Tail;Dragon Pulse;Strength;Dragon Rush;Dragon Breath;Double-Edge;Hydro Pump;Incinerate;Draco Meteor;Ember;Hidden Power;Brutal Swing;Fury Cutter;Air Cutter;Dragon Tail;Snore;Giga Impact,SALAMENCE came about as a result of a strong* long-held dream of growing wings. It is said that this powerful desire triggered a sudden mutation in this POKéMON’s cells* causing it to sprout its magnificent wings.
374,Beldum,steel,psychic,40,55,80,35,60,30,3,0.6,95.2,0,Iron Head;Zen Headbutt;Take Down;Headbutt,Instead of blood* a powerful magnetic force courses throughout BELDUM’s body. This POKéMON communicates with others by sending controlled pulses of magnetism.
375,Metang,steel,psychic,60,75,100,55,80,50,3,1.2,202.5,0,Self-Destruct;Body Slam;Zen Headbutt;Dynamic Punch;Confusion;Take Down;Secret Power;Bulldoze;Power-Up Punch;Explosion;Ice Punch;Rock Smash;Sludge Bomb;Psyshock;Round;Iron Head;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Pursuit;Thunder Punch;Signal Beam;Flash Cannon;Cut;Facade;Hyper Beam;Rollout;Strength;Double-Edge;Metal Claw;Psychic;Icy Wind;Hidden Power;Fury Cutter;Shadow Ball;Bullet Punch;Snore,When two BELDUM fuse together* METANG is formed. The brains of the BELDUM are joined by a magnetic nervous system. By linking its brains magnetically* this POKéMON generates strong psychokinetic power.
376,Metagross,steel,psychic,80,145,150,105,110,110,3,1.6,550.0,0,Self-Destruct;Body Slam;Zen Headbutt;Dynamic Punch;Confusion;Take Down;Secret Power;Bulldoze;Power-Up Punch;Explosion;Ice Punch;Rock Smash;Sludge Bomb;Psyshock;Round;Iron Head;Brick Break;Headbutt;Rock Slide;Mud-Slap;Earthquake;Pursuit;Thunder Punch;Signal Beam;Flash Cannon;Cut;Facade;Hyper Beam;Rollout;Strength;Double-Edge;Metal Claw;Psychic;Icy Wind;Hidden Power;Fury Cutter;Hammer Arm;Shadow Ball;Bullet Punch;Snore;Giga Impact,METAGROSS has four brains in total. Combined* the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs.
377,Regirock,rock,,80,100,200,50,100,50,3,1.7,230.0,1,Strength;Thunder;Self-Destruct;Focus Blast;Body Slam;Iron Head;Fire Punch;Round;Double-Edge;Stone Edge;Brick Break;Charge Beam;Focus Punch;Ancient Power;Headbutt;Mud-Slap;Rock Slide;Dig;Dynamic Punch;Mega Punch;Thunderbolt;Earthquake;Superpower;Hidden Power;Bulldoze;Secret Power;Thunder Punch;Hammer Arm;Power-Up Punch;Explosion;Zap Cannon;Ice Punch;Earth Power;Drain Punch;Rock Smash;Mega Kick;Smack Down;Rock Climb;Facade;Hyper Beam;Snore;Rollout;Stomp;Giga Impact,Its entire body is made of rock. If any part chips off in battle* it attaches rocks to repair itself.
378,Regice,ice,,80,50,100,100,200,50,3,1.8,175.0,1,Strength;Thunder;Self-Destruct;Body Slam;Iron Head;Round;Double-Edge;Avalanche;Brick Break;Charge Beam;Focus Punch;Ancient Power;Headbutt;Mud-Slap;Rock Slide;Dynamic Punch;Mega Punch;Thunderbolt;Earthquake;Icy Wind;Superpower;Hidden Power;Bulldoze;Secret Power;Thunder Punch;Hammer Arm;Power-Up Punch;Explosion;Zap Cannon;Ice Punch;Ice Beam;Signal Beam;Flash Cannon;Rock Smash;Mega Kick;Rock Climb;Facade;Hyper Beam;Rollout;Snore;Frost Breath;Stomp;Giga Impact;Focus Blast,REGICE’s body was made during an ice age. The deep-frozen body can’t be melted* even by fire. This POKéMON controls frigid air of minus 328 degrees F.
379,Registeel,steel,,80,75,150,75,150,50,3,1.9,205.0,1,Self-Destruct;Body Slam;Focus Punch;Dynamic Punch;Thunderbolt;Superpower;Bulldoze;Secret Power;Power-Up Punch;Explosion;Ice Punch;Rock Smash;Mega Kick;Focus Blast;Thunder;Round;Iron Head;Brick Break;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Earthquake;Thunder Punch;Flash Cannon;Rock Climb;Ancient Power;Zap Cannon;Facade;Hyper Beam;Rollout;Stomp;Strength;Double-Edge;Charge Beam;Metal Claw;Mega Punch;Hidden Power;Hammer Arm;Snore;Giga Impact,REGISTEEL has a body that is harder than any kind of metal. Its body is apparently hollow. No one has any idea what this POKéMON eats.
380,Latias,dragon,psychic,80,100,120,140,150,110,3,1.4,40.0,1,Body Slam;Covet;Mist Ball;Zen Headbutt;Twister;Thunderbolt;Fly;Secret Power;Bulldoze;Stored Power;Outrage;Solar Beam;Thunder;Psyshock;Round;Steel Wing;Mud-Slap;Shadow Claw;Earthquake;Ice Beam;Dragon Claw;Waterfall;Retaliate;Energy Ball;Cut;Surf;Last Resort;Facade;Hyper Beam;Dragon Pulse;Dragon Breath;Double-Edge;Charge Beam;Draco Meteor;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Sucker Punch;Shadow Ball;Snore;Giga Impact;Dive,LATIAS is highly sensitive to the emotions of people. If it senses any hostility* this POKéMON ruffles the feathers all over its body and cries shrilly to intimidate the foe.
381,Latios,dragon,psychic,80,130,100,160,120,110,3,2.0,60.0,1,Body Slam;Zen Headbutt;Twister;Thunderbolt;Fly;Secret Power;Bulldoze;Stored Power;Outrage;Solar Beam;Thunder;Psyshock;Round;Steel Wing;Mud-Slap;Shadow Claw;Earthquake;Ice Beam;Dragon Claw;Waterfall;Retaliate;Energy Ball;Cut;Surf;Luster Purge;Last Resort;Facade;Hyper Beam;Dragon Pulse;Dragon Breath;Double-Edge;Charge Beam;Draco Meteor;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Fury Cutter;Shadow Ball;Snore;Giga Impact;Dive,LATIOS has the ability to make its foe see an image of what it has seen or imagines in its head. This POKéMON is intelligent and understands human speech.
382,Kyogre,water,,100,150,90,180,160,90,3,4.5,352.0,1,Strength;Thunder;Water Spout;Body Slam;Iron Head;Round;Double-Edge;Avalanche;Hydro Pump;Brick Break;Headbutt;Waterfall;Ancient Power;Mud-Slap;Rock Slide;Brine;Thunderbolt;Water Pulse;Scald;Earthquake;Icy Wind;Hidden Power;Secret Power;Bulldoze;Surf;Muddy Water;Ice Beam;Signal Beam;Rock Smash;Origin Pulse;Facade;Hyper Beam;Snore;Aqua Tail;Uproar;Giga Impact;Dive,KYOGRE has the power to create massive rain clouds that cover the entire sky and bring about torrential downpours. This POKéMON saved people who were suffering from droughts.
383,Groudon,ground,,100,180,160,150,90,90,3,3.5,950.0,1,Body Slam;Fire Punch;Dig;Dynamic Punch;Overheat;Thunderbolt;Secret Power;Bulldoze;Power-Up Punch;Solar Beam;Rock Smash;Mega Kick;Focus Blast;Thunder;Round;Iron Head;Brick Break;Stone Edge;Headbutt;Rock Slide;Precipice Blades;Mud-Slap;Shadow Claw;Iron Tail;Eruption;Earthquake;Thunder Punch;Slash;Fire Blast;Flamethrower;Dragon Claw;Smack Down;Mud Shot;Rock Climb;Ancient Power;Cut;Facade;Hyper Beam;Rollout;Lava Plume;Dragon Pulse;Strength;Double-Edge;Incinerate;Mega Punch;Hidden Power;Brutal Swing;Fury Cutter;Hammer Arm;Earth Power;Dragon Tail;Snore;Uproar;Giga Impact,GROUDON has long been described in mythology as the POKéMON that raised lands and expanded continents. This POKéMON took to sleep after a cataclysmic battle with KYOGRE.
384,Rayquaza,dragon,flying,105,180,100,180,100,115,3,7.0,206.5,1,Hyper Voice;Body Slam;Twister;Overheat;Thunderbolt;Fly;Secret Power;Bulldoze;Outrage;Solar Beam;Rock Smash;Focus Blast;Thunder;Round;Iron Head;Avalanche;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Extreme Speed;Iron Tail;Earthquake;Air Slash;Ice Beam;Fire Blast;Flamethrower;Echoed Voice;Dragon Claw;Waterfall;Crunch;Ancient Power;Energy Ball;Sky Drop;Surf;Facade;Hyper Beam;Aqua Tail;Dragon Pulse;Strength;Dragon Ascent;Double-Edge;Incinerate;Draco Meteor;Water Pulse;Icy Wind;Hidden Power;Brutal Swing;Fury Cutter;Earth Power;Dragon Tail;Snore;Uproar;Giga Impact;Dive,RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer* never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere.
385,Jirachi,steel,psychic,100,100,100,100,100,100,3,0.3,1.1,1,Body Slam;Fire Punch;Zen Headbutt;Dynamic Punch;U-turn;Thunderbolt;Confusion;Secret Power;Power-Up Punch;Ice Punch;Thunder;Psyshock;Round;Iron Head;Headbutt;Mud-Slap;Dazzling Gleam;Thunder Punch;Signal Beam;Flash Cannon;Ancient Power;Energy Ball;Drain Punch;Last Resort;Facade;Hyper Beam;Double-Edge;Charge Beam;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Shadow Ball;Snore;Uproar;Giga Impact,A legend states that JIRACHI will make true any wish that is written on notes attached to its head when it awakens. If this POKéMON senses danger* it will fight without awakening.
386,Deoxys,psychic,,50,95,90,95,90,180,3,1.7,60.8,1,Body Slam;Fire Punch;Zen Headbutt;Focus Punch;Thunderbolt;Secret Power;Power-Up Punch;Solar Beam;Ice Punch;Rock Smash;Focus Blast;Thunder;Psyshock;Round;Avalanche;Brick Break;Headbutt;Rock Slide;Mud-Slap;Poison Jab;Pursuit;Thunder Punch;Signal Beam;Ice Beam;Flash Cannon;Dark Pulse;Knock Off;Energy Ball;Cut;Drain Punch;Facade;Hyper Beam;Strength;Psycho Boost;Double-Edge;Charge Beam;Water Pulse;Dream Eater;Psychic;Icy Wind;Hidden Power;Brutal Swing;Low Sweep;Shadow Ball;Snore;Giga Impact,The DNA of a space virus underwent a sudden mutation upon exposure to a laser beam and resulted in DEOXYS. The crystalline organ on this POKéMON’s chest appears to be its brain.
387,Turtwig,grass,,55,68,64,45,55,31,4,0.4,10.2,0,Strength;Body Slam;Round;Grass Pledge;Double-Edge;Headbutt;Crunch;Mud-Slap;Energy Ball;Iron Tail;Seed Bomb;Superpower;Hidden Power;Secret Power;Cut;Thrash;Leaf Storm;Solar Beam;Bite;Earth Power;Bullet Seed;Rock Smash;Absorb;Rock Climb;Razor Leaf;Giga Drain;Snore;Facade;Mega Drain,Made from soil* the shell on its back hardens when it drinks water. It lives along lakes.
388,Grotle,grass,,75,89,85,55,65,36,4,1.1,97.0,0,Strength;Body Slam;Round;Grass Pledge;Double-Edge;Headbutt;Crunch;Mud-Slap;Energy Ball;Iron Tail;Seed Bomb;Superpower;Hidden Power;Secret Power;Cut;Thrash;Leaf Storm;Solar Beam;Bite;Earth Power;Bullet Seed;Rock Smash;Absorb;Rock Climb;Razor Leaf;Giga Drain;Snore;Facade;Mega Drain,It knows where pure water wells up. It carries fellow Pokémon there on its back.
389,Torterra,grass,ground,95,109,105,75,85,56,4,2.2,310.0,0,Body Slam;Grass Pledge;Superpower;Secret Power;Bulldoze;Outrage;Solar Beam;Wood Hammer;Rock Smash;Giga Drain;Mega Drain;Round;Iron Head;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Iron Tail;Earthquake;Seed Bomb;Bite;Absorb;Rock Climb;Razor Leaf;Frenzy Plant;Crunch;Energy Ball;Cut;Thrash;Bullet Seed;Facade;Hyper Beam;Strength;Double-Edge;Hidden Power;Leaf Storm;Earth Power;Snore;Giga Impact,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
390,Chimchar,fire,,44,58,44,58,44,61,4,0.5,6.2,0,Fake Out;Fire Punch;Covet;Focus Punch;Dig;Overheat;U-turn;Fury Swipes;Secret Power;Power-Up Punch;Rock Smash;Vacuum Wave;Round;Brick Break;Headbutt;Mud-Slap;Shadow Claw;Iron Tail;Scratch;Flame Charge;Thunder Punch;Blaze Kick;Fire Blast;Flamethrower;Flame Wheel;Rock Climb;Heat Wave;Cut;Submission;Fire Pledge;Facade;Rollout;Strength;Incinerate;Ember;Hidden Power;Low Sweep;Snore;Double Kick;Uproar;Acrobatics,It agilely scales sheer cliffs to live atop craggy mountains. Its fire is put out when it sleeps.
391,Monferno,fire,fighting,64,78,52,78,52,81,4,0.9,22.0,0,Fake Out;Fire Punch;Covet;Focus Punch;Dig;Feint;Overheat;U-turn;Fury Swipes;Secret Power;Power-Up Punch;Rock Smash;Vacuum Wave;Focus Blast;Round;Brick Break;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Iron Tail;Scratch;Flame Charge;Thunder Punch;Blaze Kick;Fire Blast;Flamethrower;Flame Wheel;Dual Chop;Rock Climb;Retaliate;Heat Wave;Cut;Submission;Fire Pledge;Facade;Rollout;Strength;Incinerate;Ember;Mach Punch;Hidden Power;Low Sweep;Flare Blitz;Snore;Double Kick;Close Combat;Uproar;Acrobatics,To intimidate attackers* it stretches the fire on its tail to make itself appear bigger.
392,Infernape,fire,fighting,76,104,71,104,71,108,4,1.2,55.0,0,Fake Out;Fire Punch;Covet;Focus Punch;Dig;Feint;Overheat;U-turn;Fury Swipes;Secret Power;Bulldoze;Power-Up Punch;Solar Beam;Rock Smash;Vacuum Wave;Focus Blast;Round;Brick Break;Stone Edge;Headbutt;Rock Slide;Mud-Slap;Shadow Claw;Poison Jab;Iron Tail;Scratch;Earthquake;Flame Charge;Thunder Punch;Blaze Kick;Fire Blast;Flamethrower;Flame Wheel;Dual Chop;Rock Climb;Retaliate;Heat Wave;Cut;Submission;Blast Burn;Fire Pledge;Facade;Hyper Beam;Rollout;Strength;Incinerate;Ember;Mach Punch;Hidden Power;Low Sweep;Flare Blitz;Snore;Double Kick;Close Combat;Uproar;Giga Impact;Acrobatics,It uses a special kind of martial arts involving all its limbs. Its fire never goes out.
393,Piplup,water,,53,51,53,61,56,40,4,0.4,5.2,0,Peck;Round;Covet;Hydro Pump;Headbutt;Brick Break;Mud-Slap;Dig;Waterfall;Brine;Water Pulse;Pound;Bubble;Scald;Icy Wind;Fury Attack;Power Trip;Hidden Power;Secret Power;Water Pledge;Surf;Cut;Signal Beam;Bubble Beam;Double Hit;Ice Beam;Echoed Voice;Drill Peck;Facade;Snore;Pluck;Dive,Because it is very proud* it hates accepting food from people. Its thick down guards it from cold.
394,Prinplup,water,,64,66,68,81,76,50,4,0.8,23.0,0,Peck;Strength;Round;Covet;Hydro Pump;Headbutt;Brick Break;Mud-Slap;Dig;Shadow Claw;Waterfall;Metal Claw;Brine;Water Pulse;Pound;Bubble;Scald;Icy Wind;Fury Attack;Power Trip;Hidden Power;Secret Power;Water Pledge;Surf;Cut;Signal Beam;Bubble Beam;Double Hit;Ice Beam;Rock Smash;Echoed Voice;Drill Peck;Facade;Snore;Pluck;Dive,It lives alone* away from others. Apparently* every one of them believes it is the most important.
395,Empoleon,water,steel,84,86,88,111,101,60,4,1.7,84.5,0,Covet;Dig;Bubble;Scald;Secret Power;Bulldoze;Rock Smash;Round;Avalanche;Brick Break;Headbutt;Mud-Slap;Steel Wing;Shadow Claw;Rock Slide;Brine;Earthquake;Power Trip;Aqua Jet;Signal Beam;Ice Beam;Double Hit;Flash Cannon;Echoed Voice;Rock Climb;Pluck;Peck;Knock Off;Waterfall;Fury Attack;Cut;Surf;Hydro Cannon;Drill Peck;Facade;Hyper Beam;Strength;Hydro Pump;Metal Claw;Water Pulse;Pound;Icy Wind;Hidden Power;Water Pledge;Fury Cutter;Bubble Beam;Snore;Giga Impact;Dive,The three horns that extend from its beak attest to its power. The leader has the biggest horns.
396,Starly,normal,flying,40,55,30,30,30,60,4,0.3,2.0,0,Thief;Round;Revenge;Double-Edge;Quick Attack;Twister;Steel Wing;Wing Attack;Mud-Slap;U-turn;Take Down;Heat Wave;Fly;Fury Attack;Hidden Power;Pursuit;Brave Bird;Secret Power;Astonish;Air Cutter;Ominous Wind;Echoed Voice;Facade;Snore;Uproar;Pluck,They flock in great numbers. Though small* they flap their wings with great power.
397,Staravia,normal,flying,55,75,50,40,40,80,4,0.6,15.5,0,Thief;Round;Revenge;Double-Edge;Quick Attack;Twister;Steel Wing;Wing Attack;Mud-Slap;Retaliate;U-turn;Take Down;Heat Wave;Fly;Fury Attack;Hidden Power;Pursuit;Brave Bird;Secret Power;Astonish;Air Cutter;Ominous Wind;Echoed Voice;Facade;Snore;Uproar;Pluck,It flies around forests and fields in search of bug Pokémon. It stays within a huge flock.
398,Staraptor,normal,flying,85,120,70,50,60,100,4,1.2,24.9,0,Thief;Round;Revenge;Double-Edge;Quick Attack;Twister;Steel Wing;Wing Attack;Mud-Slap;Retaliate;U-turn;Take Down;Heat Wave;Fly;Fury Attack;Hidden Power;Pursuit;Brave Bird;Secret Power;Astonish;Air Cutter;Ominous Wind;Echoed Voice;Sky Attack;Facade;Hyper Beam;Snore;Close Combat;Uproar;Pluck;Giga Impact,It has a savage nature. It will courageously challenge foes that are much larger.
399,Bidoof,normal,,59,45,40,35,40,31,4,0.5,20.0,0,Thunder;Thief;Skull Bash;Round;Covet;Double-Edge;Quick Attack;Headbutt;Crunch;Mud-Slap;Dig;Charge Beam;Retaliate;Iron Tail;Thunderbolt;Take Down;Icy Wind;Superpower;Hidden Power;Fury Swipes;Secret Power;Cut;Fury Cutter;Ice Beam;Rock Smash;Echoed Voice;Last Resort;Hyper Fang;Shadow Ball;Rock Climb;Facade;Snore;Rollout;Aqua Tail;Pluck,With nerves of steel* nothing can perturb it. It is more agile and active than it appears.
400,Bibarel,normal,water,79,85,60,55,60,71,4,1.0,31.5,0,Covet;Focus Punch;Dig;Thunderbolt;Scald;Take Down;Superpower;Fury Swipes;Secret Power;Bulldoze;Rock Smash;Thunder;Skull Bash;Round;Headbutt;Mud-Slap;Iron Tail;Aqua Jet;Ice Beam;Echoed Voice;Hyper Fang;Rock Climb;Pluck;Waterfall;Crunch;Retaliate;Cut;Water Gun;Surf;Last Resort;Facade;Hyper Beam;Rollout;Aqua Tail;Strength;Thief;Double-Edge;Quick Attack;Charge Beam;Water Pulse;Icy Wind;Hidden Power;Fury Cutter;Shadow Ball;Snore;Giga Impact;Dive,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
401,Kricketot,bug,,37,25,41,25,41,25,4,0.3,2.2,0,Mud-Slap;Bug Bite;Struggle Bug;Snore;Uproar,It shakes its head back to front* causing its antennae to hit each other and sound like a xylophone.
402,Kricketune,bug,,77,85,51,55,51,65,4,1.0,25.5,0,Strength;Hyper Voice;Round;Knock Off;Brick Break;Mud-Slap;Bug Bite;Bug Buzz;Leech Life;Hidden Power;False Swipe;Secret Power;Silver Wind;Cut;Night Slash;Fury Cutter;Infestation;Struggle Bug;Power-Up Punch;Slash;Rock Smash;Echoed Voice;Absorb;X-Scissor;Hyper Beam;Snore;Facade;Uproar;Fell Stinger;Giga Impact,It crosses its knifelike arms in front of its chest when it cries. It can compose melodies ad lib.
403,Shinx,electric,,45,65,34,40,34,45,4,0.5,9.5,0,Strength;Thunder;Thief;Round;Thunder Fang;Volt Switch;Quick Attack;Fire Fang;Crunch;Headbutt;Mud-Slap;Charge Beam;Iron Tail;Thunderbolt;Take Down;Hidden Power;Secret Power;Night Slash;Fury Cutter;Discharge;Bite;Signal Beam;Wild Charge;Spark;Facade;Snore;Ice Fang;Double Kick;Snarl,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
404,Luxio,electric,,60,85,49,60,49,60,4,0.9,30.5,0,Strength;Thunder;Thief;Round;Thunder Fang;Volt Switch;Quick Attack;Fire Fang;Crunch;Headbutt;Mud-Slap;Charge Beam;Iron Tail;Thunderbolt;Take Down;Hidden Power;Secret Power;Night Slash;Fury Cutter;Discharge;Bite;Signal Beam;Wild Charge;Spark;Facade;Snore;Ice Fang;Double Kick;Snarl,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
405,Luxray,electric,,80,120,79,95,79,70,4,1.4,42.0,0,Strength;Thunder;Thief;Round;Thunder Fang;Volt Switch;Quick Attack;Fire Fang;Crunch;Headbutt;Mud-Slap;Charge Beam;Iron Tail;Thunderbolt;Take Down;Superpower;Hidden Power;Secret Power;Night Slash;Fury Cutter;Discharge;Bite;Signal Beam;Wild Charge;Spark;Facade;Hyper Beam;Snore;Ice Fang;Double Kick;Snarl;Giga Impact,It has eyes that can see through anything. It spots and captures prey hiding behind objects.
